uniprot_id,gene,PC1_loading,PC2_loading,compartment
Q5M827,Pir,-0.02646,0.01026,Nucleus
Q5M830,Rfc3,0.01671,-0.01967,Nucleus
Q5M834,Dtnbp1,-0.02128,-0.00622,Cytoskeleton
Q5M843,Ogfod3,0.01845,0.0078,Other
Q5M856,Spc25,0.00653,0.00569,Nucleus
Q5M862,Ccdc134,0.01005,-0.02107,Other
Q5M883,Clic2,0.0137,0.01346,Other
Q5M887,Trappc13,-0.00448,0.0032,Other
Q5M936,Tor3a,0.00137,0.01528,Nucleus
Q5M939,Hat1,0.02176,-0.02112,Mitochondrion
Q5M965,Thg1l,0.01856,-0.02037,Mitochondrion
Q5M971,Mllt11,-0.0199,-0.00234,Mitochondrion
Q5M9F5,Dph6,0.01422,-0.00507,Other
Q5M9F8,Scyl1,-7.8e-4,-0.0199,Cytoskeleton
Q5M9G1,Hexim1,-0.01722,0.00668,Nucleus
Q5M9G3,Caprin1,-0.02461,0.00595,Other
Q5M9G9,Tbrg4,0.01257,0.01291,Mitochondrion
Q5M9H1,Lrrc41,0.00814,-0.0112,Other
Q5M9I5,Uqcrh,-0.01654,-0.01048,Mitochondrion
Q5NDL0,Eogt,-0.01039,0.01226,Other
Q5PPF5,Zgpat,-0.00765,-0.01847,Nucleus
Q5PPG7,Eif2d,0.00709,0.01551,Other
Q5PPH0,Enoph1,0.02618,-0.0018,Other
Q5PPI1,Srsf9,-0.00169,0.02439,Nucleus
Q5PPI3,Gskip,0.0102,0.02308,Other
Q5PPI8,Rmc1,0.00559,-0.01973,Other
Q5PPJ4,Dohh,-0.0092,-0.0126,Other
Q5PPJ6,Lars1,-0.0026,0.03034,Other
Q5PPJ9,Sh3glb2,-0.01578,0.01245,Other
Q5PPK9,Eipr1,0.02655,0.0122,Nucleus
Q5PPL2,Dcun1d5,0.01344,9e-5,Cytoskeleton
Q5PPL3,Nsdhl,0.02551,-0.00126,Nucleus
Q5PPM8,Pip4p1,-0.00575,0.02543,Other
Q5PPN7,Ccdc51,0.00118,-0.00872,Mitochondrion
Q5PQJ5,Arhgap29,-0.01296,0.02585,Other
Q5PQJ6,Pycr3,-0.01733,-0.01179,Other
Q5PQJ7,Tbcel,0.00862,0.01982,Other
Q5PQK1,Septin10,0.01557,0.007,Cytoskeleton
Q5PQK2,Fus,-0.01227,0.02102,Other
Q5PQK5,Rdx,-0.02744,0.00426,Cytoskeleton
Q5PQL2,Cnot9,-0.00577,-0.00753,Other
Q5PQL5,Ptdss1,0.00544,0.02181,Nucleus
Q5PQL7,Itm2c,0.00365,-0.02439,Nucleus
Q5PQM0,Tmem168,0.01439,-0.0124,Nucleus
Q5PQM2,Klc4,-9.2e-4,0.01898,Cytoskeleton
Q5PQN0,Ncald,-0.01784,0.00629,Other
Q5PQN1,Herc4,0.02491,0.00792,Other
Q5PQN5,Trim55,0.02037,-0.00143,Cytoskeleton
Q5PQN6,Vipas39,0.02388,-0.0027,Other
Q5PQN7,Lzic,-0.02443,-0.01511,Other
Q5PQN9,Mrpl38,0.02199,-0.00708,Mitochondrion
Q5PQP1,Rbms1,-0.01331,0.00464,Other
Q5PQP2,Ebag9,-0.00289,-0.0131,Other
Q5PQQ2,Wbp11,-0.01345,-0.00469,Other
Q5PQQ7,Lix1l,-0.0118,0.01737,Other
Q5PQR4,Rsrc2,-0.00387,-0.01378,Other
Q5PQR8,Tprkb,4.8e-4,-0.02948,Other
Q5PQS4,Gulp1,-0.01496,1.6e-4,Other
Q5PQS6,Smg9,-0.0111,-0.02712,Other
Q5PQT2,Mtmr3,-0.01716,-0.01496,Other
Q5PQV5,Tpbg,-0.01084,0.00819,Other
Q5PQX0,Uxs1,-8e-4,-0.00711,Nucleus
Q5PQX1,Tor1aip1,-0.00751,0.03035,Nucleus
Q5QD51,Akap12,-0.02521,-0.0075,Other
Q5QJC9,Bag5,0.00144,-0.0283,Mitochondrion
Q5RJK8,Acbd6,7.5e-4,0.00775,Other
Q5RJM1,Srd5a3,0.01606,-0.00563,Nucleus
Q5RJP0,Akr1b7,-0.00259,-0.02297,Other
Q5RJQ4,Sirt2,0.0192,-0.00914,Mitochondrion
Q5RJQ7,Sdhaf2,-0.01246,0.00338,Mitochondrion
Q5RJQ8,Calhm2,-0.00243,-0.01018,Other
Q5RJR2,Twf1,-0.00306,0.0165,Cytoskeleton
Q5RJR8,Lrrc59,-0.0054,-0.03413,Mitochondrion
Q5RJS6,Mospd1,-0.00548,0.00481,Nucleus
Q5RJS8,Tpst2,-0.00175,-0.01664,Other
Q5RJZ6,Scoc,-0.01513,1e-4,Other
Q5RK00,Mrpl46,-0.007,-0.03077,Mitochondrion
Q5RK03,Cdkn2aipnl,-4e-4,-0.02091,Other
Q5RK08,Nipsnap2,0.00802,-0.01162,Mitochondrion
Q5RK09,Eif3g,-0.01889,-0.01248,Nucleus
Q5RK19,Snf8,6.5e-4,-0.0319,Nucleus
Q5RK24,Pmvk,-0.00708,0.00667,Other
Q5RK27,Slc12a7,-0.02026,0.00201,Other
Q5RK30,Sbds,0.01968,-0.01297,Cytoskeleton
Q5RKH1,Prp4k,-0.0021,-0.00303,Other
Q5RKH6,Os9,-0.0205,0.01621,Nucleus
Q5RKI0,Wdr1,-0.00767,0.0178,Cytoskeleton
Q5RKI1,Eif4a2,0.01081,0.01532,Nucleus
Q5RKI6,Eif1ad,-0.01952,0.00565,Other
Q5RKJ1,Maea,0.01848,0.00143,Cytoskeleton
Q5RKJ2,Cybrd1,-0.00988,-0.00325,Cytoskeleton
Q5RKL5,Steap3,0.00292,0.02513,Other
Q5SGE0,Lrpprc,0.02556,-0.00768,Mitochondrion
Q5U1V9,Tspan31,-0.01743,0.0109,Other
Q5U1W6,Apool,-0.00983,0.00749,Mitochondrion
Q5U1W8,Hmgn1,-0.01223,0.00518,Nucleus
Q5U1X1,Rexo2,-0.00558,0.00747,Mitochondrion
Q5U1Y1,Rab34,0.0016,0.02094,Cytoskeleton
Q5U1Y4,Akr1e2,0.01634,0.00659,Other
Q5U1Z0,Rab3gap2,0.01409,-0.00671,Nucleus
Q5U1Z2,Trappc3,0.02356,-1.3e-4,Other
Q5U203,Ube2f,-0.00614,-0.02103,Other
Q5U204,Lamtor3,0.02176,0.00636,Other
Q5U211,Snx3,-0.01958,-0.01929,Other
Q5U214,Snrpa,-0.00787,0.03085,Nucleus
Q5U216,Ddx39a,-0.01248,0.01741,Nucleus
Q5U2M6,Dcaf8,-0.02117,-0.02135,Other
Q5U2N0,Ctps2,-0.00249,-0.01417,Mitochondrion
Q5U2Q3,Bkgd,0.00253,0.00354,Other
Q5U2Q5,Rrm1,0.00333,0.01799,Mitochondrion
Q5U2Q7,Etf1,0.00812,-0.00363,Other
Q5U2R0,Mat2b,0.01884,-0.01283,Other
Q5U2R4,Trmt10c,-0.00949,-0.00917,Mitochondrion
Q5U2R7,Mesd,-0.02157,0.00501,Nucleus
Q5U2R9,Scfd2,0.0111,0.01029,Other
Q5U2S1,Ndfip1,-0.00468,0.00973,Nucleus
Q5U2S5,Snx24,-0.00247,-0.02004,Other
Q5U2T3,Spats2l,-0.01803,0.01253,Nucleus
Q5U2U0,Clpx,-0.01137,0.01665,Mitochondrion
Q5U2U2,Crkl,-0.01322,-0.03212,Other
Q5U2U4,Scamp2,0.00499,0.02129,Other
Q5U2U7,Rnmt,0.01369,-0.01676,Nucleus
Q5U2V1,Fkbp10,-0.02638,0.00567,Mitochondrion
Q5U2V2,Serinc3,-8.8e-4,0.00908,Nucleus
Q5U2V8,Emc3,0.02453,0.00287,Nucleus
Q5U2X0,Cdkn2aip,-0.00692,0.01214,Nucleus
Q5U2X6,Ccdc47,0.00558,-0.02102,Nucleus
Q5U2Y1,Gtf2i,0.014,0.00685,Other
Q5U2Z3,Nap1l4,-0.02537,2.2e-4,Nucleus
Q5U2Z5,Cmtr1,-0.00252,-0.003,Other
Q5U2Z7,Arhgap24,0.00445,-0.02588,Other
Q5U300,Uba1,0.02261,-0.01535,Mitochondrion
Q5U301,Akap2,-0.02718,-0.01046,Other
Q5U302,Ctnna1,-6.1e-4,0.01369,Cytoskeleton
Q5U310,Armcx1,-0.01061,0.01228,Mitochondrion
Q5U312,Rai14,-0.00815,-0.0042,Cytoskeleton
Q5U316,Rab35,0.02275,0.00799,Other
Q5U317,Fip1l1,0.0056,-0.00707,Nucleus
Q5U318,Pea15,-0.02662,-0.00542,Cytoskeleton
Q5U367,Plod3,0.02089,0.02122,Nucleus
Q5U3Z7,Shmt2,0.01981,-0.01065,Mitochondrion
Q5U4E8,Prmt7,0.0056,-0.01732,Other
Q5U4F3,Fam107b,-0.01978,0.00852,Other
Q5XFW4,Mrpl13,1.2e-4,0.00204,Mitochondrion
Q5XFW6,Wdr6,-7.4e-4,-0.00728,Nucleus
Q5XFW8,Sec13,0.02661,0.00231,Nucleus
Q5XFX0,Tagln2,-0.02737,0.00464,Cytoskeleton
Q5XHY0,Ddx18,-0.00695,-0.00293,Nucleus
Q5XHY5,Tars1,0.0014,0.01667,Other
Q5XHY7,Stam2,-0.02225,-0.00351,Other
Q5XHZ0,Trap1,0.01584,-0.02659,Mitochondrion
Q5XHZ9,Trip13,-0.01461,-0.00583,Nucleus
Q5XI01,Larp7,0.00414,-0.01622,Nucleus
Q5XI07,Lpp,-0.00624,0.01125,Cytoskeleton
Q5XI13,Grwd1,0.01829,0.01716,Nucleus
Q5XI21,Tom1,-0.02567,0.00471,Other
Q5XI22,Acat2,0.0272,-0.00969,Other
Q5XI26,Stat2,0.00994,-0.00936,Nucleus
Q5XI28,Raver1,0.00384,0.01237,Other
Q5XI29,Cpsf7,-0.01523,-0.00772,Nucleus
Q5XI31,Pigs,0.02306,0.01218,Nucleus
Q5XI32,Capzb,-0.0057,0.01254,Cytoskeleton
Q5XI34,Ppp2r1a,0.02368,-0.00858,Mitochondrion
Q5XI37,Mrps15,-0.00779,-7.6e-4,Mitochondrion
Q5XI38,Lcp1,0.00846,0.01485,Cytoskeleton
Q5XI39,Cryzl1,0.00264,0.01484,Other
Q5XI41,Tram1,-0.01598,-0.00838,Nucleus
Q5XI43,Mxra8,0.02233,-0.0047,Other
Q5XI52,Vezt,-0.00248,0.00154,Cytoskeleton
Q5XI53,Cacul1,0.0194,0.00332,Other
Q5XI55,Ngly1,-0.00267,-0.0179,Other
Q5XI67,Fbxo30,0.01251,0.00692,Other
Q5XI68,Dr1,-0.0091,-0.02042,Cytoskeleton
Q5XI72,Eif4h,-0.02137,-0.00799,Nucleus
Q5XI73,Arhgdia,0.00855,-0.01347,Other
Q5XI78,Ogdh,0.01256,0.0185,Mitochondrion
Q5XI79,Ndufaf7,6.5e-4,-0.00818,Mitochondrion
Q5XI81,Fxr1,-0.01965,0.01204,Nucleus
Q5XI83,Vps35l,0.00833,-0.01284,Other
Q5XI97,Aarsd1,0.01646,0.01977,Other
Q5XIA1,Ncln,-0.00902,-0.00422,Nucleus
Q5XIA2,Szrd1,0.01288,0.00253,Other
Q5XIA4,Cnot10,0.00159,0.01585,Other
Q5XIA5,Coasy,-0.0097,0.02171,Mitochondrion
Q5XIA8,Ghitm,0.01044,-0.00774,Mitochondrion
Q5XIB1,Tssc4,5.4e-4,0.00115,Nucleus
Q5XIB2,Cwc27,0.01619,-0.01959,Nucleus
Q5XIB4,Ufsp2,0.01229,0.014,Other
Q5XIC0,Eci2,0.02455,0.01997,Mitochondrion
Q5XIC1,Gmppa,0.01158,0.01655,Other
Q5XIC2,Ecsit,0.01435,0.01127,Mitochondrion
Q5XIC3,Cdc37l1,-0.00532,-0.02392,Other
Q5XIC4,Spg21,0.00726,0.0067,Other
Q5XID0,Yipf5,-0.01135,0.02715,Nucleus
Q5XID1,Ciapin1,-0.0273,-0.00151,Mitochondrion
Q5XID7,Armcx3,0.01872,-0.02289,Mitochondrion
Q5XIE0,Anp32e,-0.02266,-0.01754,Nucleus
Q5XIE3,Mrpl11,-0.01245,0.00522,Mitochondrion
Q5XIE6,Hibch,0.02062,-0.01863,Mitochondrion
Q5XIE8,Itm2b,-0.0071,0.01749,Other
Q5XIE9,Med20,0.01281,-0.01688,Nucleus
Q5XIF3,Ndufs4,-0.01654,-0.02521,Mitochondrion
Q5XIF4,Sumo3,-0.02108,-0.01026,Other
Q5XIF5,Degs1,-0.01412,-0.00176,Mitochondrion
Q5XIF6,Tuba4a,0.02679,-1.3e-4,Cytoskeleton
Q5XIG0,Nudt9,0.00575,0.00294,Mitochondrion
Q5XIG4,Ociad1,8.5e-4,0.01902,Mitochondrion
Q5XIG6,Galk2,0.00299,0.02407,Other
Q5XIG8,Strap,-0.00623,0.0063,Other
Q5XIH3,Ndufv1,-8e-5,-0.02143,Mitochondrion
Q5XIH7,Phb2,0.01812,-0.0192,Mitochondrion
Q5XII0,Epdr1,0.008,-0.02321,Other
Q5XII9,Mtfr1l,-0.00689,0.017,Mitochondrion
Q5XIJ6,Babam1,0.00195,-0.00108,Nucleus
Q5XIJ7,Cab39l,0.01226,-0.00419,Other
Q5XIK2,Tmx2,0.00532,0.02246,Mitochondrion
Q5XIK4,Magea13,-0.01555,-0.01953,Other
Q5XIK5,Rnf146,-0.01071,-0.00783,Other
Q5XIK7,Katnal1,0.01029,-0.01228,Cytoskeleton
Q5XIL2,Pi4k2b,0.00299,-0.01547,Nucleus
Q5XIM5,Cdv3,-0.02592,-0.00922,Other
Q5XIM7,Kars1,-0.0155,-0.01977,Mitochondrion
Q5XIM9,Cct2,0.0247,-0.01392,Cytoskeleton
Q5XIN6,Letm1,-0.0099,-0.01529,Mitochondrion
Q5XIN7,Pomgnt1,-0.01243,-4.1e-4,Other
Q5XIP0,Dnajb4,-0.01172,-0.01701,Other
Q5XIP1,Pelo,0.02694,-4.4e-4,Other
Q5XIP6,Fen1,-0.02179,-0.00412,Mitochondrion
Q5XIP9,Tmem43,0.02529,-0.0033,Nucleus
Q5XIQ4,Mgrn1,-0.00238,0.00378,Other
Q5XIQ8,Chpf,-0.01326,0.00238,Mitochondrion
Q5XIR9,Ubac1,9.4e-4,0.02106,Other
Q5XIS7,Ubap1,-0.0106,-0.00977,Other
Q5XIT1,Mapre3,-0.015,0.00723,Cytoskeleton
Q5XIT3,Yipf2,-0.01158,0.01195,Other
Q5XIT9,Mccc2,0.01943,0.01837,Mitochondrion
Q5XIU5,Psmf1,-0.02412,-0.00651,Nucleus
Q5XIU9,Pgrmc2,-0.019,-0.00718,Nucleus
Q5XIW8,Sart1,0.00642,-0.00722,Nucleus
Q5XJW2,Gadd45gip1,-0.00834,0.00271,Mitochondrion
Q5XXR3,Arhgef6,0.00673,-0.02176,Other
Q60587,Hadhb,0.01338,-0.01255,Mitochondrion
Q60GF7,Pigx,0.01911,-0.0109,Nucleus
Q62599,Mta1,-0.01032,0.01064,Cytoskeleton
Q62622,Eif4ebp1,-0.02619,-0.00467,Other
Q62625,Map1lc3b,0.01187,-0.02119,Mitochondrion
Q62627,Pawr,-0.02399,-1.6e-4,Cytoskeleton
Q62632,Fstl1,-0.02056,0.02526,Other
Q62636,Rap1b,0.01441,-4.4e-4,Other
Q62638,Glg1,0.01888,-0.00316,Cytoskeleton
Q62639,Rheb,0.01755,0.01736,Nucleus
Q62651,Ech1,0.01743,-0.00316,Mitochondrion
Q62658,Fkbp1a,-0.01446,-0.00668,Nucleus
Q62665,Lgals8,0.00839,0.01614,Other
Q62667,Mvp,0.01453,-0.01003,Nucleus
Q62671,Ubr5,0.00705,-0.02528,Nucleus
Q62696,Dlg1,-0.00194,-0.01265,Cytoskeleton
Q62698,Dync1li2,-0.02316,5.9e-4,Cytoskeleton
Q62703,Rcn2,-0.02582,0.01194,Other
Q62720,Slc30a1,-0.0151,-0.02226,Nucleus
Q62722,Nab1,-0.01102,-9.1e-4,Other
Q62724,Mcm6,0.0154,-0.01463,Nucleus
Q62725,Nfyc,-0.00295,0.00838,Nucleus
Q62733,Tmpo,-0.01627,-0.01435,Other
Q62736,Cald1,-0.0228,0.0055,Cytoskeleton
Q62745,Cd81,-0.02234,0.01799,Other
Q62751,Ireb2,-7.9e-4,0.0276,Other
Q62760,Tomm20,-0.01795,-1.2e-4,Mitochondrion
Q62764,Ybx3,-0.02263,-0.00827,Nucleus
Q62780,Ddx46,-0.01202,0.00933,Nucleus
Q62785,Pdap1,-0.02234,-0.00408,Other
Q62786,Ptgfrn,0.0166,-0.00938,Nucleus
Q62812,Myh9,-0.00255,-0.00267,Cytoskeleton
Q62818,Eif2b2,5.2e-4,0.02388,Other
Q62824,Exoc4,0.00512,-0.01913,Cytoskeleton
Q62825,Exoc3,0.00247,-0.01944,Nucleus
Q62826,Hnrnpm,-0.01838,0.00905,Nucleus
Q62829,Pak3,-0.01208,7.4e-4,Other
Q62834,Cdc123,-0.00355,6.7e-4,Other
Q62835,Rabep2,-0.02127,-0.00929,Cytoskeleton
Q62838,Musk,0.00959,-0.00841,Other
Q62839,Golga2,-0.01674,0.01439,Cytoskeleton
Q62848,Arfgap1,-0.02644,-0.00203,Nucleus
Q62862,Map2k5,-0.00247,-0.01272,Cytoskeleton
Q62868,Rock2,-0.02372,-0.00812,Cytoskeleton
Q62871,Dync1i2,-0.02568,0.00748,Cytoskeleton
Q62881,Nol3,-0.02591,0.00131,Mitochondrion
Q62885,Unc119,0.02877,0.00287,Cytoskeleton
Q62896,Bet1,-0.01042,-0.01997,Nucleus
Q62902,Lman1,-0.02029,-0.00232,Nucleus
Q62904,Hsd17b7,4.5e-4,-0.01958,Mitochondrion
Q62908,Csrp2,0.01672,0.0176,Other
Q62910,Synj1,-0.00231,-0.01442,Cytoskeleton
Q62915,Cask,0.00212,-0.01942,Cytoskeleton
Q62920,Pdlim5,-0.00102,0.01761,Cytoskeleton
Q62931,Gosr1,-8.1e-4,0.02649,Other
Q62940,Nedd4,-0.02051,-0.01302,Nucleus
Q62952,Dpysl3,0.00422,-0.03094,Cytoskeleton
Q62967,Mvd,0.00601,-0.00255,Other
Q62969,Ptgis,0.02776,0.00563,Nucleus
Q62985,Sh2b1,-0.0035,-0.01734,Other
Q62991,Scfd1,0.01798,-0.01828,Nucleus
Q63009,Prmt1,0.025,0.0125,Other
Q63014,Akap8,-4.4e-4,0.02156,Nucleus
Q63016,Slc7a5,0.01391,0.01357,Cytoskeleton
Q63028,Add1,-0.02167,-0.00669,Cytoskeleton
Q63041,A1m,0.02241,0.0101,Other
Q63042,Gfer,-0.00233,0.01818,Mitochondrion
Q63046,Runx1,-0.01058,-0.01337,Nucleus
Q63055,Arfrp1,0.01861,-0.00674,Other
Q63060,Gk,0.01054,-0.01758,Mitochondrion
Q63068,Phax,0.01096,0.01728,Nucleus
Q63081,Pdia6,-0.00345,-0.02059,Nucleus
Q63083,Nucb1,-0.02789,-0.0048,Other
Q63086,Ctf1,-0.01462,0.00215,Other
Q63135,Cr1l,0.01222,0.00431,Other
Q63151,Acsl3,0.02287,0.01055,Mitochondrion
Q63184,Eif2ak2,-0.01515,-0.01347,Nucleus
Q63186,Eif2b4,-0.00702,-0.0079,Other
Q63187,Eloa,0.01387,-0.01334,Nucleus
Q63190,Emd,-0.02759,0.00262,Cytoskeleton
Q63199,Fas,-0.00591,0.0085,Other
Q63228,Gmfb,-0.01918,-0.00774,Cytoskeleton
Q63258,Itga7,0.01258,-0.01615,Other
Q63269,Itpr3,0.00968,0.00897,Cytoskeleton
Q63270,Aco1,0.01217,0.00671,Mitochondrion
Q63312,Phldb1,-0.01312,-0.01047,Other
Q63321,Plod1,0.00855,0.03646,Nucleus
Q63344,Slc16a7,-0.00444,-0.019,Other
Q63347,Psmc2,-0.02253,0.00739,Other
Q63355,Myo1c,0.00921,-7.3e-4,Cytoskeleton
Q63356,Myo1e,-0.00516,-0.01299,Cytoskeleton
Q63357,Myo1d,0.00813,-0.00922,Cytoskeleton
Q63358,Myo9b,-0.00402,-0.01305,Cytoskeleton
Q63362,Ndufa5,0.01473,0.0223,Mitochondrion
Q63364,Pja2,-0.0138,0.00428,Cytoskeleton
Q63369,Nfkb1,0.02016,0.02119,Nucleus
Q63377,Atp1b3,0.02744,0.00102,Other
Q63396,Sub1,0.02077,-0.01721,Nucleus
Q63413,Ddx39b,0.01703,0.0181,Nucleus
Q63416,Itih3,-0.01081,0.01864,Other
Q63433,Pkn1,0.00255,0.0049,Other
Q63450,Camk1,0.01911,0.00824,Other
Q63468,Prpsap1,0.01379,0.02658,Other
Q63470,Dyrk1a,0.01547,0.01514,Cytoskeleton
Q63486,Rraga,0.01341,-0.00253,Other
Q63488,Slc20a2,-0.01937,0.00968,Cytoskeleton
Q63507,Rpl14,0.00338,0.01986,Other
Q63524,Tmed2,0.02054,-0.01533,Nucleus
Q63525,Nudc,0.02464,-0.00349,Cytoskeleton
Q63528,Rpa2,0.00747,0.00842,Nucleus
Q63530,Pter,0.01482,-0.02087,Other
Q63532,Sprr1a,-0.01779,0.00892,Other
Q63540,Atxn1,-0.01621,-5.6e-4,Nucleus
Q63560,Map6,-0.02097,-0.00274,Cytoskeleton
Q63569,Psmc3,-0.01434,0.00882,Other
Q63570,Psmc4,0.0276,0.00959,Other
Q63584,Tmed10,0.02758,0.00508,Nucleus
Q63598,Pls3,0.01135,-0.01574,Cytoskeleton
Q63610,Tpm3,-0.01615,-0.00948,Mitochondrion
Q63615,Vps33a,0.00759,-0.00489,Nucleus
Q63616,Vps33b,9.5e-4,-0.02221,Nucleus
Q63617,Hyou1,-0.02507,-0.00822,Mitochondrion
Q63623,Scaf8,0.00227,-0.00143,Nucleus
Q63627,Scaf4,-0.01447,0.02026,Other
Q63632,Slc12a4,-0.00869,0.01531,Other
Q63635,Stx6,0.00634,0.00335,Nucleus
Q63644,Rock1,-0.01733,-0.0244,Cytoskeleton
Q63648,Nf2,-0.00594,-0.02223,Cytoskeleton
Q63663,Gbp2,-0.00949,0.01275,Nucleus
Q63686,Cdk16,-0.00536,-0.00941,Other
Q63690,Bax,-0.01731,-0.0127,Mitochondrion
Q63692,Cdc37,-0.02099,-0.01825,Other
Q63699,Cdk2,0.02306,-0.00757,Cytoskeleton
Q63707,Dhodh,-0.00263,-0.01792,Mitochondrion
Q63716,Prdx1,0.02274,0.01913,Other
Q63722,Jag1,-0.00861,-0.0054,Other
Q63737,Pdcl,-0.00317,0.01995,Other
Q63750,Mrpl23,0.00998,-0.01267,Mitochondrion
Q63767,Bcar1,-0.00871,0.01181,Cytoskeleton
Q63768,Crk,0.02668,-0.00169,Cytoskeleton
Q63769,Srpx,-0.00982,0.0144,Cytoskeleton
Q63772,Gas6,-0.00271,0.00539,Other
Q63797,Psme1,-0.02115,0.0031,Other
Q63798,Psme2,0.01644,0.00798,Other
Q63803,Gnas,0.02135,0.00969,Nucleus
Q63942,Rab3d,-0.01888,0.0052,Cytoskeleton
Q63945,Set,-0.0241,0.00985,Nucleus
Q63965,Sfxn1,-0.00254,0.00301,Mitochondrion
Q63ZV7,Swi5,-0.01144,-0.02156,Nucleus
Q63ZY7,Uxt,0.00342,-0.00532,Cytoskeleton
Q64057,Aldh7a1,0.02694,-0.00665,Mitochondrion
Q64119,Myl6,-0.01377,0.00496,Cytoskeleton
Q64122,Myl9,-0.00614,0.0043,Cytoskeleton
Q64194,Lipa,0.01741,-0.00903,Other
Q641W2,Myg1,0.01752,0.02926,Mitochondrion
Q641W4,Rfc2,0.00315,-0.02423,Nucleus
Q641X2,Leo1,-0.00992,-0.00576,Nucleus
Q641X3,Hexa,0.02191,0.00378,Other
Q641X8,Eif3e,0.02422,-0.00544,Nucleus
Q641X9,Mrpl9,0.00937,-0.00135,Mitochondrion
Q641Y0,Ddost,0.00532,-0.0074,Nucleus
Q641Y1,Cyb561d2,0.00381,-3.8e-4,Nucleus
Q641Y2,Ndufs2,0.02234,-0.00516,Mitochondrion
Q641Y5,Atg7,0.00673,-0.0068,Other
Q641Y8,Ddx1,-0.01705,-0.00775,Mitochondrion
Q641Z2,Ptpn9,0.02072,0.02264,Other
Q641Z4,Cdk9,5.5e-4,0.01949,Nucleus
Q641Z5,Chac2,-0.00364,-0.00173,Other
Q641Z6,Ehd1,0.0196,-0.00538,Nucleus
Q641Z8,Pef1,0.01779,0.0243,Other
Q641Z9,Sdhc,-0.00526,0.00877,Mitochondrion
Q64232,Tecr,0.00406,0.0256,Nucleus
Q64240,Ambp,-0.01279,0.01229,Mitochondrion
Q64259,Vhl,-0.00283,0.01293,Mitochondrion
Q64270,Eif2b1,0.02452,0.00226,Other
Q642A4,Q642A4,8.6e-4,0.00911,Other
Q642A5,Pole3,-0.00644,0.01421,Other
Q642B0,Gpc4,0.01421,-0.0258,Other
Q642B5,Armcx2,-0.02099,-0.01698,Mitochondrion
Q642C0,Dnajc8,-0.01198,0.01527,Other
Q642G4,Pex14,-0.01808,-0.00386,Other
Q64303,Pak2,-0.0157,-0.02718,Nucleus
Q64350,Eif2b5,0.01667,-0.00548,Other
Q64361,Lxn,0.02524,0.00806,Other
Q64375,P3h4,0.01969,0.01891,Nucleus
Q64380,Sardh,1.9e-4,-0.01935,Mitochondrion
Q64428,Hadha,5.6e-4,3.8e-4,Mitochondrion
Q64536,Pdk2,-2.1e-4,-0.00142,Mitochondrion
Q64537,Capns1,0.00599,0.01329,Other
Q64542,Atp2b4,0.00844,0.00838,Other
Q64548,Rtn1,0.01619,0.01024,Nucleus
Q64559,Acot7,-0.0171,-0.01229,Mitochondrion
Q64560,Tpp2,0.01938,-0.00311,Nucleus
Q64566,Atp2c1,0.01401,0.00289,Other
Q64578,Atp2a1,0.00502,0.01108,Mitochondrion
Q64591,Decr1,0.01521,0.02159,Mitochondrion
Q64620,Ppp6c,0.01022,0.0097,Mitochondrion
Q64640,Adk,0.01784,0.01259,Other
Q64654,Cyp51a1,0.00339,0.02243,Other
Q64678,Cyp1b1,0.01863,-0.00225,Mitochondrion
Q64LC9,Rbm4b,-0.00833,0.0022,Nucleus
Q66H06,Tspan3,-8.4e-4,-0.01513,Other
Q66H09,Ttc1,-0.02651,-0.0048,Other
Q66H12,Naga,0.02416,0.01742,Other
Q66H15,Rmdn3,0.00525,-0.00392,Mitochondrion
Q66H24,Q66H24,-0.00618,0.02098,Other
Q66H28,Pacc1,-0.01052,0.01983,Other
Q66H39,Abcf3,0.01582,-0.02464,Other
Q66H40,Hmgn3,0.01338,-2.9e-4,Nucleus
Q66H43,Borcs6,-0.01289,-0.00442,Other
Q66H47,Mrpl24,-0.00911,-0.007,Mitochondrion
Q66H50,Far1,-0.0153,-0.00956,Other
Q66H58,Ints14,9.4e-4,0.01204,Nucleus
Q66H61,Qars1,0.00156,-0.00727,Mitochondrion
Q66H62,Cyld,-0.00827,-0.00674,Cytoskeleton
Q66H63,Gdap2,0.00134,-0.02552,Other
Q66H71,Cpped1,-0.01024,0.01959,Other
Q66H76,Pxn,-0.01764,-0.01363,Cytoskeleton
Q66H79,Trim32,-0.00476,-0.0135,Mitochondrion
Q66H80,Arcn1,0.01664,0.02704,Nucleus
Q66H91,Git2,-0.01355,0.0057,Other
Q66H94,Fkbp9,-1.4e-4,0.0154,Other
Q66H98,Cavin2,-0.02252,-0.01329,Other
Q66HA4,Tax1bp1,-0.02009,8.2e-4,Mitochondrion
Q66HA5,Cc2d1a,0.00101,-0.00708,Cytoskeleton
Q66HA6,Arl8b,0.02475,0.00682,Cytoskeleton
Q66HA7,Cbfb,0.01186,-0.03146,Nucleus
Q66HA8,Hsph1,0.02037,0.00203,Cytoskeleton
Q66HC1,Tdrd3,-0.01257,-0.00358,Nucleus
Q66HC5,Nup93,0.01164,0.01465,Cytoskeleton
Q66HD0,Hsp90b1,0.01491,-0.02137,Nucleus
Q66HD3,Nasp,-0.02239,0.00578,Nucleus
Q66HF1,Ndufs1,0.01454,-0.02045,Mitochondrion
Q66HF2,Tm9sf1,-0.00648,0.02847,Other
